review,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,anticipation
low hum kept awake couldnt trace otherwise fine pedestrian street old plenty restaurants near car access challenge parking offered good sized single double bed good shower narrow bathroomfridge free bottled water breakfast good plenty choice excellent position walking catching tram round stones throw river,0.0,0.0,0.0,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.05263157894736842,0.0,0.0,0.21052631578947367,0.15789473684210525
lovely cant recommend highly enough wonderful providing us early check late check plus shuttle airport great location everything needed whilst dance,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333
pluses well situated clean friendly reception except one young woman little curt noisy despite right street cafes good shower water pressure free seltzerspring water lobby eco bottlesized toiletries minuses never got cool enough thin towels airplane sized bathroom pillows either rubber ducky hard overripe banana soft soapshampoo etc like something grandmother would buy fair breakfast ending going green gorilla around corner excellent coffee smoothies etc,0.0,0.0,0.0,0.20833333333333334,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.25,0.125
good place good location side street old town noisy lots eating places hazzle checking receptionist knowledgeable helpful friendly chatted everytime going one swiss gentleman reception sorry missed name even offered buy us gelato great breakfast lots varieties mins walk train station used home base cities lucerne bern best vevey charlie chaplins world must see attraction even provide discount tickets go airport mins away easy peasy,0.0,0.05263157894736842,0.0,0.21052631578947367,0.10526315789473684,0.21052631578947367,0.05263157894736842,0.0,0.0,0.21052631578947367,0.15789473684210525
superb youre tight budget booked based reviews wed seen online relieved find lived expectations received warm welcome efficient friendly compact youd expect price everything immaculate felt welcoming free minibar first welcome swiss beer excellent also really enjoyed good breakfast served friendly would thoroughly recommend,0.0,0.0,0.0,0.2777777777777778,0.05555555555555555,0.2777777777777778,0.0,0.0,0.0,0.16666666666666666,0.2222222222222222
located heart old town minute walk central train station wonderful included breakfast delicious free tickets zoo main museum,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,
location good thought could noise problem since close action quieted reasonable hour clean accommodating general felt cramped think would normal trade good location old town,0.0,0.0,0.0,0.25,0.125,0.25,0.0625,0.0,0.0,0.1875,0.125
wonderful compact east side limmat river niederdorf area old town surrounded intimate pedestrian lanes directions containing tens restaurants shops shoppy west side river national global luxury brands stores dont demand luxury surroundings highbrow area neighborhood person extremely friendly accomodating everyone spoke bi tri quadrilingual put bilingualness shame great little breakfast please european north american travellers standard quite small north american,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.2,0.13333333333333333,0.0,0.0,0.2,0.13333333333333333
wife enjoyed onenight liked location short walk station many sights attractions lively nightlife problem sleeping beds comfortable second story view street large windows open service front desk breakfast great good value accommodations location,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2
excellent location clean hands incredible european bathroom ever experienced shower super strong got hot issues w taps toilet anything safe quiet front desk friendly helpful altho one snippy woman may language issue lots english language programming tv reason rating average instead good breakfast breakfast breakfast basic good breakfast small crowded travelling alone visually impaired use white cane always one morning anyone assist finding table would stand,0.0,0.029411764705882353,0.0,0.23529411764705882,0.058823529411764705,0.2647058823529412,0.029411764705882353,0.029411764705882353,0.0,0.23529411764705882,0.11764705882352941
overall good excellent friendly bit outdated could use better soundproofing well however clean nice perk minibar included convenient,0.0,0.0,0.0,0.25,0.08333333333333333,0.25,0.0,0.0,0.0,0.25,0.16666666666666666
mainly star hotels travels service generosity exceeds hotels much higher rated would highly recommend anyone wishing old town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
excellent great location close main train station right midst old town shops restaurants modern large single beds breakfast great helpful friendly would definitely,0.0,0.0,0.0,0.2727272727272727,0.0,0.36363636363636365,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091
enjoyed brief clean bathrooms modern front desk helpful old part city close restaurants activity importantly short walk train station recommend staying,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,
comfy cozy smaller im used everything needed convenient location far hb train station wonderful friendly ready assist questions love breakfast,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182
arrival driver transported us closely possible front limited pedestrians rolling several pieces luggage cobblestone street bit challenge checkin lady greeted us professionally kindly paid advance provided key information wifi details breakfast access using code certain hours upon seeing amount luggage asked would want leave suitcases need storage area first floor inquired possibly upgrading larger insisted twice booked original internet statement conspicuous,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,
familyfriendly welcoming hospitable especially katarina shaun kettle provided request basic facilities basic delicious breakfast served love washroom sizes quite small okay short duration location exemplary,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.4,
pleased perfect location enjoying old part helpful courteous went way make things right basic clean comfortable hope return fortunate enough return,0.0,0.0,0.0,0.18181818181818182,0.0,0.45454545454545453,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091
absolutely amazing every way leave breakfast following morning prepared breakfast take us left gave us free mobile hot spot wifi went throughout city clean comfortable great view location could better would absolutely,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4
one glad chose great location front desk friendly helpful grateful delicious breakfast start day heading train station,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.3,0.1
friendly manager nicely furnished necessary appointments perfect location close great restaurants stores thoroughly enjoyable experience highly recommended whenever zrich better,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25
convenient easy walk train inadjacent old town classic small adequate include desk plenty hanging space shelves lighting good unfortunately hot noisy milk glass bathroom door perhaps trendy annoying trying sleep left early enjoy breakfast nice fine croissants coffee machine lobby fabulous kind thoughtful,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111
friendly clean dont compensate size small city centre location even overnight feels cramped plus side beds comfy best pillows swiss trip modern,0.0,0.0,0.0,0.25,0.0,0.25,0.125,0.0,0.0,0.25,0.125
well located attention excellent breakfast good beds also comfortable quiet also boy speaks spanish recommend,0.0,0.0,0.0,0.25,0.125,0.25,0.0,0.0,0.0,0.25,0.125
fantastic experience super centrally located old part town parking available around corner excellent breakfast incl bircher msli scrambled real eggs small beautiful clean street es little bit noisy times read inner court quiet super friendly helpful next time ill,0.0,0.045454545454545456,0.0,0.22727272727272727,0.0,0.3181818181818182,0.09090909090909091,0.045454545454545456,0.0,0.22727272727272727,0.045454545454545456
terrible nights noise street bar garage cheap good center city center location quite small time change doors friendly stuff far walk train station,0.058823529411764705,0.058823529411764705,0.0,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.11764705882352941
exceeded expectations arrived long overseas journey grateful ready earlier checkin receptionists friendly helpful comparable nyc size everything needed beds pillows super comfortable location great within walking distance hb train station surrounded restaurants shops visiting carnival tradeoff central location street noise breakfast selection excellent group including vegetarian planning way home,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25
offen business trips friendly helpfull kind always clean cozy selection breakfast buffet big something everyone,0.0,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285
satisfied alwayshelpfull smiley clean roomgreat location nothing complain abouteverything top coffeepoint reception sweet bonus mornings looking forward come thank u,0.0,0.0,0.0,0.21428571428571427,0.07142857142857142,0.35714285714285715,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285
really like month every time enter welcomes smile feeling team spirit strong bed comfortable pillow also like design important cleanliness therefore totally recommend,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,
front desk people friendly check easy free coffee tea apples entrance area fridge tea kettle breakfast fancy decent everything basic clean walking distance everywhere plenty restaurants choose facing street noisy morning restaurants getting ready day overall switzerland expensive budget good choice,0.0,0.05555555555555555,0.0,0.16666666666666666,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.0,0.0,0.2222222222222222,0.2222222222222222
loved close center walk everywhere longer distances train minute walk originally booked guesthouse updated clean comfy beds coming back sure,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.2,
advertised comfortable refurbished small older neighborhood pedestrianonly cobble stoned street nice ample european breakfast short walk train station hauptbahnhof heads cant pick neighbors lots casual restaurants street really nice upscale dining spots head shop adult entertainment venue reconciled staying near times square nyc im ok lots friendly people walking especially young students id,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666
location fantastic heaps restaurants bars right outside well sized modern clean comfortable also super helpful friendly wed happily,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666
situated great location old town one cobblestone street away river walking distance main train station plenty dining options right doorstep floor top floor real attic feel loved designed make space beds pillows comfortable great atmosphere helpful minibar included arrival unexpected welcome surprise would definitely next visit,0.06666666666666667,0.0,0.0,0.2,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.0,0.0,0.13333333333333333,0.13333333333333333
rather inconvenient walk train station cobbled streets wheels luggage might damaged serious small dont expect walk around opening luggages clean comfy though problems showers good nights rest breakfast basic though,0.0,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693
described website confertable breakfast absolutely good helpful nice pleasently surprised coffeteawater available entrance pleasent,0.0,0.0,0.0,0.25,0.125,0.25,0.0,0.0,0.0,0.25,0.125
thank mr abdou much warm welcome availability kindness well hotels location well located old town minutes train station far city center department stores clean varied breakfast everything need free mini bar recommend thank everything mr abdou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
three places switzerland far tiniest sufficient offering anything may need breakfast good service friendly generous allowed us store luggage couple days arrived made trip much easier greatly appreciated,0.0,0.0,0.0,0.23076923076923078,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0,0.23076923076923078,0.15384615384615385
couldnt centrally located heart zrich easygoing everything need super friendly fun ready help whatever need including excellent local tips ive business could easily imagine coming back leisure making best time zrich thank team lovely,0.0,0.0,0.0,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.0,0.07142857142857142,0.0,0.21428571428571427,0.21428571428571427
comfortable accommodating happy assist us answer questions area also given free wifi hotspot city nice plus,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
clean ac couldnt open windows gets noisy located restaurants bars areas breakfast okay limited selection wouldnt dont think got paid,0.0,0.25,0.0,0.125,0.0,0.125,0.25,0.125,0.0,0.125,
location perfect walking distance literally everything mins walking hb train station marc helpful arrived said upgraded business staying nights wanted located quieter section bed comfortable spacious shower pressure great storage space good breakfast good theres wide variety food drinks theres elevator great luggage loved hand soap shampoo housekeeping great well everything clean tidy loved,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285
easy get station minutes walk lots shops around accommodating quite spacious clean one receptionists little rude looked unhappy help coffee machine shouldve kettle doesnt cost much,0.0,0.125,0.0,0.125,0.0,0.25,0.125,0.125,0.125,0.125,
location perfect situated heart city centre among cosy cafes shopping centres enjoyed range asian restaurants around location friendly helpful reception breakfast amazing,0.0,0.0,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.25,0.125
stall exceptionally helpful nothing much trouble small position excellent free tea coffee fruit available foyer book tours knowledge good,0.0,0.0,0.0,0.25,0.08333333333333333,0.25,0.08333333333333333,0.0,0.0,0.25,0.08333333333333333
pleasant weekend old town section location perfect within walking distance attractions shopping restaurants also close main train station comfortable clean accommodated us needed another breakfast plenty options provide good start day,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182
really nice downtown location really friendly everything close walkable situated best part town close restaurants main shopping streets easy get train station really lovely area lots side streets alleys katarina really smart helped lot,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.0,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182
reviews old town near coop starbucks university district small lobby small comfortable bed quiet face courtyard nice breakfast included cost server amazing recommend crossing bridge finding way historical lindenhof hill sunset see lights city turn,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,
difficult find film festival popped last minute last switzerland booked swiss francs one travelers choice wasnt expecting luxury thought would safe bet unfortunately better places backpacking europe late small two single beds opposite side bathroom tiny desk barely small triangle desk chair place sit besides beds complimentary mini bar four bottles water two cans beer warning would replenished gave two,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,
good size reception friendly helpful good breakfast person charge dynamic keep items always available bathroom small door connects bathroom glass made tranparent go bathroom roommate awaked beds comfortable low quality towels noisy two nights could hear screams street,0.0,0.0,0.0,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.05263157894736842,0.0,0.0,0.21052631578947367,0.15789473684210525
last week wife reason choose location check three people behind counter didnt seem best interest mind one trying check us woman contradicting another man trying talk us weather trying listen happening check got checked got smallest believe ever switzerland weeks several hotels far smallest materials like towels bed linens lesser quality others first floor warm tried opening window noise street,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,
year old built year old wood heavily carved unique service excellent buffet breakfast wonderful includes honey comb honey lovely balcony bed comfortable entire experience felt like really swiss alps fairly close cogwheel train goes top gornergratt stunning experience,0.0,0.0,0.0,0.23809523809523808,0.14285714285714285,0.2857142857142857,0.047619047619047616,0.047619047619047616,0.0,0.14285714285714285,0.09523809523809523
cute boutique clean kind attentive around breakfast well maintained complimentary breakfast buffet lot options always fresh refilled proptly housekeeping fast clean reception desk helpful informative clear recommandation,0.0,0.0,0.0,0.3333333333333333,0.0,0.4166666666666667,0.0,0.0,0.0,0.25,
centrally located center old town small dated air conditioner open windows loud corner teenagers screaming drinking nigh long amenities breakfast average concierge service either doesnt look like shortage small boutique hotels area staying somewhere else next time,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
husband nights recently enjoyed much check thorough explaining things got upgrade king nice little space breakfast included great ladies breakfast keep everything supplied coffee flowing always coffee water fruit near front entrance nice bathroom nicely set clean mini bar free charge first round gotten anywhere else old town area lot eating places bars around negative come lights hallway come motion detector get light,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,
excellent excellent location small boutique busy old town time visit provided breakfast fabulous recommend muesli provided free charge coffee water apples hot spots helpful directions cab service highly recommend,0.0,0.08333333333333333,0.0,0.25,0.0,0.3333333333333333,0.08333333333333333,0.0,0.0,0.25,
really friendly helpful nice shower great pizza place around corner central location easy walking distance everywhere including eth mind steps excellent location zrich reasonable price,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.1
great location friendly excellent amenities great short visit helped make better centrally located within easy walking distance many local attractions also short walk main train station many local teams highly recommended,0.0,0.0,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.25,0.125
excellent location close downtown activities within easy walk rail station stores restaurants buffet breakfast superb beds comfortable clean family run well appointed great especially always helpful knowledgeable front desk modern convenient,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,
two nights meeting tour luzernim return customer great service comfortable located great area walked train stationhighly recommend nice breakfast included,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,
small midpriced located heart add big pretty much every heart theres much lobby consists one sofa thats ok compact well designed quiet buffet breakfast good quality bit limited selection friendly attentive service,0.0,0.045454545454545456,0.0,0.22727272727272727,0.045454545454545456,0.22727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.13636363636363635,0.13636363636363635
dear everyone im singapore travelling single older professor lady tourist booked flight day trips expedia app must say surprised easy good value money wonderful location ambience service sincerely sarina omar,0.0,0.0,0.0,0.2,0.3,0.2,0.0,0.0,0.0,0.2,0.1
four nights bed super comfortable quiet breakfast good real scrambled eggs powder bacon non pork sausage great meusli extremely pleasant helpful offering suggestions tours umbrellas adapters iphone charging suggestion perhaps could familiar outoftheway restaurants visitors dont want typical tourist restaurant location could better,0.0,0.0,0.0,0.2631578947368421,0.10526315789473684,0.3157894736842105,0.0,0.05263157894736842,0.0,0.15789473684210525,0.10526315789473684
second first fine chose return leaving next morning return home felt easier walk back train station early next morning street fair going numerous food drink music setups informed leaving early would able breakfast said would furnish us breakfast leave happen next placed us next reggae band started pm nonstop loud drums screaming called front desk complain help could move us full requested credit got nothing left feeling like zombies,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25
wonderful well located old town superb levels extra clean fabulous breakfast included one rather unique item mobile wifi device offered could carried pocket purse would provide internet service anywhere switzerland,0.0,0.0,0.0,0.125,0.25,0.375,0.0,0.0,0.0,0.125,0.125
one min walk main train station would small well maintained really like different power adaptors international travellers free minibar thoughtful touches like proper hairdryer complimentary toblerone pillows tv selection many english channels wifi good complimentary water fruit lobby useful thought breakfast let bit pastries cereal selection standard fine however hot food average,0.0,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333
great heart old town located right pedestrian cobblestone street filled restaurants cafes little stores approximately minute walk train station super clean amenities good buffet breakfast friendly air conditioning works well wifi free spotty times highly recommend cute,0.0,0.0,0.0,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.0,0.0,0.23076923076923078,0.15384615384615385
