"hotelName","title","content","month","year","rating"
"Hotel_Alexander","Major Rip Off","A major rip off whether from Alexander hotel or booking.com. Both have ripped me off by charging my credit card for a cancellation that I have made prior to any deadlines. I had two reservations which I have cancelled both at the same time, but Alexander Hotel and Booking.com told me that I have cancelled one of them after the deadline. Booking told said that the cancellation was only by 30minutes after the deadline, and explained me this could be due to difference in time between where I live and Zurich. On the other hand Alexander hotel told me that I cancelled 8 hours after the deadline. Which of them is telling the truth? Or are they even telling the truth provided that I cancelled both reservations at the same time yet I was charged for only one. Also when I sent to ask",9,"2023",1
"Hotel_Alexander","Fantastic experience, Highly recommended","The hotel is in the middle of the Old Town, what was a perfect location for shops and good Restaurants. It was nice to have Apple and a coffee machine in the lobby. The staff was super friendly and helpful. We arrived before 1pm and the room was already ready for us. The room was clean and comfortable and the air conditioner was excellent. The breakfast was excellent with everything fresh.",9,"2023",5
"Hotel_Alexander","Clean, cozy, and everything you need in quite possibly the best location","Pros: Free minibar (once), Breakfast included, Exceptional location for tourists, Heat pump/air conditioning, Free coffee in the lounge, Strong water pressure, and Excellent customer service. Cons: Breakfast was adequate but not mind blowing, Room was small, but that is to be expected. Overall I am very happy with our stay!",9,"2023",5
"Hotel_Alexander","Perfect staff in the perfect location with comfortable and super clean rooms","There couldn’t be a more friendly, helpful and kind staff at a hotel than those at Hotel Alexander. None of my requests were seen as troublesome and every member was genuine in their desire to help guests and make them feel welcome. I needed a packed meal instead of breakfast as I was getting an early train. It was prepared with care and the reception staff made sure I had received it. The absolutely charming receptionist who I met upon arrival gave me a plus adapter, booked my alarm call and was pleasantly chatty. The room was very comfortable, spotlessly clean and soundproofed from the lively street below. The decor is generally of a 70s style although the bathroom is super modern and fitted to a high standard. There’s a new sign on the outside in the 60s/70s bubble font so",9,"2023",5
"Hotel_Alexander","Well located with friendly service!","Efficient room, great service. Ver nice breakfast to start your day in this well located hotel. Comfortable beds. Close to everything with friendly, cooperative staff. Would recommend as a great value.",9,"2023",4
"Hotel_Alexander","A perfect stay","Friendly helpful staff. They helped us getting familiar with Zurich city. Very clean hotel rooms. Delicious fresh breakfast is included. Centrally located to all shopping, sites and transportation. A perfect stay.",9,"2023",5
"Hotel_Alexander","Solo Traveler","What a lovely hotel. Location is wonderful, close to Zürich HB train station, shops and old world restaurants. Nice breakfast and AC!! Was able to check-in early. More importantly the helpful staff can mean so much when traveling solo!! Thank you!",8,"2023",5
"Hotel_Alexander","Outstanding hotel in Old Zurich","The hotel staff was outstanding. Reception was so helpful about everything we needed and asked about, including suggesting the excellent restaurant we selected for dinner. When I left an item in the hotel and had returned to the US, they immediately responded and sent the item on the same day. The hotel room was very clean, and well organized and arranged. Excellent location in Old Zurich. We enjoyed the breakfast, included in the room rate. Very fair rates. I would definitely recommend Hotel Alexander and stay here again.",8,"2023",5
"Hotel_Alexander","Love This Place","This hotel is in a great spot and is well appointed. The staff was super friendly and helpful. The room was very comfortable and the breakfast was as good as home cooking. I selected this hotel while at the airport because we didn't get on our flight back to the US and feel like I hit the lottery.",8,"2023",5
"Hotel_Alexander","Great hotel in convenient location","Great location in the heart of the Old Town, close to restaurants, public transport etc. The room was spacious for 2 separate beds placed a good distance apart, the was breakfast plentiful. Liked touches like free coffee or tea all day from a machine and free apples. The staff were all very friendly.",8,"2023",5
"Hotel_Alexander","Great place to stay!","Hotel: The location is excellent - very close to everything! We even had a little view of the river from our window. The rooms are well laid out. The bathroom is large and very functional. The included breakfast was excellent! Staff: Everyone we interacted with was extremely knowledgeable, friendly and happy to help! Overall, the staff is excellent! I highly recommend this hotel if you are looking for a clean, comfortable, conveniently located hotel with excellent staff.",8,"2023",5
"Hotel_Alexander","Excellent hotel option in Old Town","Excellent location in the center of Old Town, good service, comfortable room with air conditioning. Breakfast was included which saved us time in the morning. Room looked new with ample space and always clean. Bathroom was a bit small but acceptable.",8,"2023",5
"Hotel_Alexander","Location A Plus","As most reviewers have noted, this hotel is wonderfully located to explore Zurich. It’s an easy walk from the train station and a great place to start exploring Old Town. The room is quite small. The bathroom is airplane small. The shower has good water pressure and plenty of hot water. Unfortunately, our bathroom had a strong urine smell, which permeated the entry hallway to the room. The hotel is located on a busy pedestrian thoroughfare. Unfortunately, that thoroughfare is busy until the wee hours of the morning. Our room was on the 1st floor and we could hear people on the street below until we’ll past 3:00 am. We were told that the windows were soundproofed. I’m not sure that solves the problem. We could still hear late night revealers. In any event, the",7,"2023",3
"Hotel_Alexander","Great place and people!!","Hotel staff was very friendly! Hotel has everything you need if you need a small cute place to sleep and not spend too much time there. Great partnerships with bus and museum passes and zoo if you as at front desk. Marc was incredible and super kind!!!!",7,"2023",5
"Hotel_Alexander","Great Location","The location of this hotel can't be beat. Less than five minute walk to dozens of restaurants and bars, the main train station, the lake, and various bus/tram stops. The rooms were simple, but effective. Power outlets were Swiss, but they also offered a UK-style plug at the desk, very helpful! AC is included, but the controls are very simple. TV was small, but not a big deal. Mini-fridge is available in the room and everything that is in the room when you get there is yours to drink, then you pay for refills. This included two beers, two waters, a coca cola, and maybe a few other things. My room included breakfast each day which was always the same, but it was good. The breakfast staff were very friendly and we never had issues with the room being overcrowded. Overall, a",7,"2023",5
"Hotel_Alexander","No A/C, smells of smoke","Awful. Air conditioner did not work - I had to open the windows in July to cool the room. Room was minimally renovated, with 70s era rough plaster walls and old doors, etc. smelled of smoke. Do not recommend. $400 USD per night is an absolute joke. Better options exist in Altstadt.",7,"2023",1
"Hotel_Alexander","Safe, quiet well appointed hotel","Wonderful hotel in a quiet, safe street one block up from the river in old town Zürich. Beds were super comfortable, well appointed bathroom and very clean. Staff were very friendly and helpful. Great continental breakfast with lots of variety. Easy 15 minute walk from Zurich HB train station. Lots of restaurants and shops very close. Coop grocery store 5 minutes away. 15 minute walk to board boats to Lake Zurich and Bellevue tram station 5 minutes away. Highly recommend!",7,"2023",5
"Hotel_Alexander","Great Introduction to Zurich","Cleanest room. Hot shower. Delicious, plentiful breakfast. Helpful, pleasant staff. And very central location. The team/monorail is nearby, as is the river. Good restaurants and gelato right outside the hotel. The Chagall Windows at a nearby church was a bonus.",7,"2023",5
"Hotel_Alexander","Excellent hotel in an ideal location.","Location is ideal — only a short walk from the train station. Staff are exceptionally accommodating. Breakfast provides a good variety of food. Room and bathroom are small, but sufficient for two people. They have air-conditioning, which is not yet common in Switzerland.",6,"2023",5
"Hotel_Alexander","Great place to explore Zürich","Nice hotel located in the Niederdorfstrasse pedestrian street, in the old city. I had a single bed room on the top floor which was not too big but still cosy and comfortable. The hotel has a small breakfast room that offers a decent continental breakfast. The hotel staff is very friendly and helpful. Nearby are plenty of restaurants and pubs, all within walking distance. The Polybahn cable car that takes you to the beautiful historic ETH university is at only a few hundred meters away.",6,"2023",4
"Hotel_Alexander","Great value for money stay in Zurich.","Magic Mark at the reception was really helpful and went out of his way in order to be of service to me and my mother. He took care of our restaurant and taxi reservations! The hotel provided us with mobile Wi-Fi, with which was excellent and saved us a lot of time and effort.",6,"2023",5
"Hotel_Alexander","Good hotel in Old Town","Small room ( looks smaller than their picture) but super clean and very sound proof! Slept really well. Surprised by extra charge for extra person (2 total) and not restocking mini bar ( what’s in there is free) for the second night. Good location in old town with a few adult only venues close by that don’t bother. Would definitely go back",6,"2023",4
"Hotel_Alexander","Friendly, Helpful, Central Location","This hotel is super clean and comfortable. It is situated in the Old Town surrounded by a wide variety of food outlets and easy access to the waterways and New Town. The staff are friendly and helpful going out of their way to make your holiday experience as good as it can be. Nothing seems to be too much of a trouble to them.",6,"2023",5
"Hotel_Alexander","OK but not great","Positives: - Great central location - Very helpful reception staff - Clean room Negatives: - Felt overpriced for what you get - Breakfast disappointing - poor choice and quality, coffee not great, bread not fresh, scrambled eggs solidified - Very much just a room to sleep in, with nowhere to sit and relax",6,"2023",3
"Hotel_Alexander","Convenient, good,just a pity about that hum!","A low hum in the room which kept me awake, couldn’t trace it, otherwise fine. On a pedestrian street in old Zurich, plenty of restaurants near by. Car access a challenge but parking was offered. Good sized room with single and double bed. Good shower but a very narrow bathroom.Fridge has free bottled water. Breakfast was very good with plenty of choice. Excellent position for walking - or catching a tram - round Zurich. A stone’s throw from the river,",6,"2023",3
"Hotel_Alexander","Great location and wonderful staff.","Have just stayed at this lovely hotel and we can't recommend them highly enough. The staff were wonderful, providing us with an early check in and late check out plus a shuttle to the airport. Great location and everything we needed whilst in Zurich. Dance!",6,"2023",5
"Hotel_Alexander","Pluses and minuses","Pluses: very well situated hotel, very clean, friendly reception (except one young woman a little curt), not noisy at night despite being right over street cafes, good shower water pressure, free seltzer/spring water in lobby, eco bottle-sized toiletries. Minuses: room never got cool enough, very very thin towels, airplane sized bathroom, pillows either rubber ducky hard or overripe banana soft, soap/shampoo etc like something my grandmother would buy, only fair breakfast (ending up going to green gorilla around corner for excellent coffee, smoothies etc).",6,"2023",3
"Hotel_Alexander","Good place at a good location","Good place, good location, is on the side street in Old Town Zurich, not noisy but with lots of eating places. No hazzle in checking in and the receptionist staff were very knowledgeable and helpful. They were so friendly that we chatted everytime going in and out of the hotel. One of the Swiss gentleman at the reception (sorry missed his name) even offered to buy us a gelato. Great breakfast with lots of varieties. 8 mins walk to train station, we used it as a home base to other cities such as Lucerne and Bern and best of all Vevey - Charlie Chaplin's World - must see attraction. The hotel even provide discount tickets to go to the airport which is 10 mins away - easy peasy!",6,"2023",5
"Hotel_Alexander","Fantastic Budget Hotel in Central Location","Superb hotel if you’re on a tight budget in Zurich. We booked Hotel Alexander based on the reviews we’d seen online and were relieved to find it lived up to expectations. We received a warm welcome from the efficient and friendly staff. Our rooms were compact as you’d expect for the price but everything was immaculate and it felt very welcoming. The free minibar on our first night was very welcome and the Swiss beer excellent! We also really enjoyed the good breakfast served by friendly staff. Would thoroughly recommend this hotel.",6,"2023",5
"Hotel_Alexander","Great Stay in old town.","The Hotel is located in the heart of the old town. A 6 minute walk from the Central Train Station. The staff was wonderful. The included breakfast was delicious. Hotel has free tickets to the Zoo and main museum.",5,"2023",5
"Hotel_Alexander","As expected - good experience","Location was very good. Thought there could be a noise problem at night since so close to the action but it quieted down at a reasonable hour. Hotel was clean and staff was accommodating. Room and hotel in general felt cramped but I think that would be the normal trade off for being in a good location in old town.",5,"2023",5
"Hotel_Alexander","A wonderful compact hotel in Old Town Zurich!","Hotel Alexander is a wonderful compact hotel on the east side of the Limmat river in the Niederdorf area of Old Town Zurich. It is surrounded by intimate pedestrian lanes in both directions containing tens of restaurants and a few shops. It is not as “shoppy” as on the west side of the river where the national and global luxury brands have their stores. If you don’t demand the luxury surroundings of a more high-brow area, this neighborhood is for you! The staff at the Alexander were all to a person extremely friendly and accomodating. Most everyone I spoke with was bi-, tri-, or quadri-lingual (put my bi-lingualness to shame!). They have a great little breakfast that should please both european and north american travellers. Standard rooms are quite small by north american",5,"2023",5
"Hotel_Alexander","Saturday in Zurich","My wife and I enjoyed our one-night stay at Hotel Alexander. We liked the location. It's a short walk to the station and many other sights and attractions. The lively nightlife below was no problem for sleeping and the beds are comfortable. We had a second story room with a view of the street below with large windows you can open. Service at the front desk and at breakfast was great. Very good value, accommodations and location.",5,"2023",5
"Hotel_Alexander","Great hotel in many ways, shame about the breakfast room","Hotel had an excellent location, room very clean. Hands down the most incredible European bathroom I have ever experienced - shower was super strong & got hot, no issues w/ taps or toilet or anything. Safe in the room, very quiet. Most staff at the front desk very friendly & helpful, altho there was one snippy woman. May have been a language issue? . Lots of english language programming on the TV. Reason I am just rating this average instead of very good is because of breakfast & the breakfast room. . Breakfast was very basic but good. The breakfast room was very small & crowded. I am travelling alone and I am visually impaired (I use a white cane). There were always 2 staff in the room, but on only one morning did anyone assist me in finding a table. I would stand in the",5,"2023",3
"Hotel_Alexander","Good Hotel","Overall a good hotel. Staff was excellent, very friendly. Rooms are a bit outdated and could use better soundproofing as well. However the room was clean. Nice perk that the minibar was included, that was very convenient.",5,"2023",4
"Hotel_Alexander","5-star service in old town","I stay mainly at 5 star hotels during my travels. The service at this and the generosity of the staff exceeds other hotels that are much higher rated. I would highly recommend anyone wishing to stay in old town to stay here.",5,"2023",5
"Hotel_Alexander","A great little find","Excellent hotel in a great location. Close to main train station and right in the midst of the old town shops and restaurants. Room was modern with large single beds. Breakfast was great and all staff were helpful and friendly. Would definitely stay again.",4,"2023",5
"Hotel_Alexander","One night at Hotel Alexander","We enjoyed our brief stay at Hotel Alexander in Zurich. The room was clean and the bathrooms were modern. The front desk was helpful. It was in the old part of the city and close to restaurants and activity. More importantly, it was a short walk to the train station. I recommend staying there.",4,"2023",5
"Hotel_Alexander","Neat spot","Comfy and cozy. Smaller than rooms im used to but had everything i needed. Convenient location not very far from Zurich HB train station. Wonderful friendly staff who are ready to assist with any questions. Love the breakfast!",4,"2023",5
"Hotel_Alexander","April 2023 Review - Hotel Alexander - Zurich","-Arrival - The driver transported us as closely as possible (to the hotel) as the front of the hotel is limited to pedestrians only. Rolling several pieces of luggage on a cobblestone street was a bit of a challenge. -Check-In - A lady greeted us professionally and kindly. As we had paid for the room in advance, she provided the room key, information about WiFi, details about the breakfast, and how to access the hotel using a code after certain hours. Upon seeing the amount of luggage we had, she asked if we would want to leave some suitcases we did not need in a storage area on the first floor. I inquired about possibly upgrading to a larger room, and she then insisted twice that I, not she, booked my original room on the Internet. This statement was conspicuous. I was not",4,"2023",3
"Hotel_Alexander","Recommended","Family-friendly hotel. Very welcoming and hospitable staff (especially Katarina and Shaun).. Kettle is provided on request.. All basic facilities in the rooms.. A basic but delicious breakfast, served with love.. The room and washroom sizes are quite small, but okay for a short duration.. The location is exemplary.",4,"2023",4
"Hotel_Alexander","A Swiss Carm","I was so pleased with the Hotel Alexander! It is a perfect location for enjoying the old part of Zurich. The staff was so helpful and courteous. They went out of their way to make things just right. The rooms are basic but clean and comfortable. I hope to return to Zurich and if I am fortunate enough to do so, I will return to the Hotel Alexander!",4,"2023",5
"Hotel_Alexander","The best staff!!!!","The staff was absolutely amazing in every way!! We had to leave before breakfast the following morning so they prepared breakfast to take with us when we left. They gave us a free mobile hot spot so we had wifi as we went throughout the city. The rooms were clean and comfortable with a great view. The location could not have been better. I would absolutely stay there again!",4,"2023",5
"Hotel_Alexander","Hotel Alexander","We only stayed one night, but I am glad we chose Hotel Alexander. This hotel is in a great location. The front desk staff was friendly and helpful. We were grateful for the delicious breakfast to start our day before heading to the train station.",4,"2023",4
"Hotel_Alexander","Exceptional","Friendly staff and manager. Nicely furnished with all necessary appointments. Perfect location. Close to great restaurants and stores. Thoroughly enjoyable experience! Highly recommended to you whenever you are in Zürich! You cannot do better!",3,"2023",5
"Hotel_Alexander","Zürich - convenient classic hotel","This hotel is very convenient - easy walk to the train & in/adjacent to Old Town. A classic small hotel - rooms more than adequate & do include a desk, plenty of hanging space and some shelves. The lighting is good. Unfortunately they are hot and noisy and the milk glass bathroom door while perhaps trendy, is annoying to those trying to sleep. We left too early to enjoy the breakfast. So, it was nice to fine croissants & a coffee machine in the lobby. The staff were fabulous - so kind and thoughtful.",3,"2023",3
"Hotel_Alexander","Small cramped rooms but good location","Friendly staff and clean rooms don’t compensate for the size of rooms. This is a small hotel in a city centre location but even for an overnight stay it all feels cramped. On the plus side the beds are comfy with the best pillows of any hotel on our Swiss trip and the rooms are modern.",3,"2023",3
"Hotel_Alexander","excellent and central hotel","The hotel is very well located, the attention is excellent and the breakfast is very good. the beds are also very comfortable and the hotel is quiet. There is also a boy who speaks Spanish I recommend it",3,"2023",4
"Hotel_Alexander","Super Central - Great breakfast - nice and helpful staff - a jewel at the heart of town","Fantastic experience. Super centrally located in the old part of town. Parking available around the corner. Excellent breakfast (incl Bircher Müsli and scrambled (real) eggs. I had a small but beautiful and clean room to the street which es a little bit noisy at times. But I read that rooms to the inner court are quiet. Super friendly and helpful staff. Next time in Zurich I’ll stay here again.",3,"2023",5
"Hotel_Alexander","Location+, garage+, friendly stuff+, very noisy nights --","Terrible nights, noise from the street and bar...... garage not cheap but good to have in the center+, city center location +, quite small room-, time to change doors from the room-, friendly stuff+, not to far to walk from the train station+ ...",2,"2023",1
"Hotel_Alexander","Location,location, location!","The Hotel Alexander exceeded our expectations. We arrived after a long overseas journey and we were grateful that our rooms were ready for an earlier check-in. The receptionists were very friendly and helpful. The rooms were comparable to NYC size rooms and had everything we needed. The beds and pillows were super comfortable. The location of the hotel is great - within walking distance of Zurich HB train station and is surrounded by restaurants and shops. We were visiting during carnival so the trade-off of being in such a central location is some street noise. The breakfast selection was excellent for our group, including a vegetarian. We are planning to stay again at the Hotel Alexander on our way home.",2,"2023",5
"Hotel_Alexander","Great as always","I am offen here for my business trips and the staff is as friendly, helpfull and kind as always. The rooms are clean and cozy. The selection at the breakfast buffet is big and there is something for everyone.",2,"2023",5
"Hotel_Alexander","Happy experience","Satisfied as always...helpfull and smiley staff, clean room,great location, nothing to complain about....everything Top. Coffeepoint at reception a sweet bonus on mornings. Looking forward to come again and again. Thank U All 😉",2,"2023",5
"Hotel_Alexander","Have an unique experience within the city center","I really like this Hotel. I am here once a month, and every time I enter the hotel, the staff welcomes me with a smile. I have the feeling that the team spirit there is very strong. About the rooms: the bed is very comfortable and so is the pillow. I also like the design & what is very important for me is the cleanliness. Therefore, I can totally recommend this hotel.",2,"2023",5
"Hotel_Alexander","Convenient location","The hotel front desk people are friendly. Check in was easy. There is free coffee, tea and apples in the entrance area. No fridge in the room nor tea kettle. Breakfast was not fancy but decent. Everything is very basic but clean. Walking distance to everywhere and plenty restaurants you can choose. My room 305 is facing the street and noisy in the morning when the restaurants are getting ready for the day. Overall, Switzerland is expensive. If you have a budget, this hotel can be a good choice.",2,"2023",4
"Hotel_Alexander","Great!","Loved it, so close to the center and you can walk everywhere or for longer distances the train is 3-5 minute walk from the hotel! Originally booked for the guesthouse but they updated my stay to the hotel. Clean, comfy beds. Will be coming back for sure.",1,"2023",5
"Hotel_Alexander","Quick stop in Zurich","Hotel was just as advertised; a comfortable, refurbished, small hotel in an older neighborhood on a pedestrian-only cobble stoned street. Nice staff, ample European breakfast. Short walk to the train station (Zurich HauptBahnhof). Heads up: you can’t pick your neighbors - there are lots of casual restaurants on this street, some really nice upscale dining spots, a head shop and an adult entertainment venue. I reconciled it to staying near Times Square in NYC and I’m OK with that. Lots of friendly people walking about, especially young students. I’d stay there again.",1,"2023",4
"Hotel_Alexander","Fantastic location","The location is fantastic with heaps of restaurants and bars right outside. The room was well sized, modern, clean and comfortable. The staff were also super helpful and friendly. We'd happily stay here again.",1,"2023",5
"Hotel_Alexander","Just what we needed","Situated in a great location of the Old Town of Zurich, one cobblestone street away from the river and walking distance to the main Zurich train station. Plenty of dining options right at the doorstep. We stayed on the 4 floor which is the top floor. The room had a real attic feel to it that we loved and had been designed to make the most of the space. Beds and pillows were very comfortable Great atmosphere and staff were very helpful. The minibar included on arrival was an unexpected but welcome surprise. Would definitely stay at Hotel Alexander again when we next visit Zurich!",1,"2023",5
"Hotel_Alexander","Really Small Rooms","Rather inconvenient to walk to this hotel from the train station with the cobbled streets. The wheels of your luggage might be damaged and I am serious about this. Rooms are very small so don't expect to have room to walk around after opening out your luggages (i stayed in a room for 2). It is clean and comfy though. No problems with showers and a good night's rest. Breakfast is very basic though.",12,"2022",3
"Hotel_Alexander","a pleasant stay in Hotel Alexander","All as described in the website. Room confertable and breakfast absolutely good. Very helpful and nice staff. We were pleasently surprised about coffe/tea/water available at the entrance of the hotel. A very pleasent stay in Zurich",12,"2022",4
"Hotel_Alexander","Hôtel Alexander Best hotel in the old city of Zurich","I thank Mr. Abdou very much for his warm welcome and his availability and kindness, as well as all the hotel staff. The hotel's location is well located in the old town of Zurich, 5 minutes from the train station, not far from the city center and department stores. Very clean, varied breakfast, there is everything you need. Free mini bar. I can only recommend this hotel. Thank you for everything, Mr. Abdou",12,"2022",5
"Hotel_Alexander","Convenient location in Old Town","Of the three places we stayed in Switzerland, this had, by far, the tiniest rooms, but they were sufficient offering anything you may need. The breakfast was good and the service was friendly. The hotel was generous and allowed us to store our luggage there for a couple of days before we arrived which made our trip so much easier. That was greatly appreciated!",12,"2022",4
"Hotel_Alexander","In the heart of Zurich!","You couldn't be more centrally located than here! In the heart of Zürich, Hotel Alexander is an easy-going hotel with everything you need. The staff is super friendly, fun and ready to help with whatever you need (including excellent local tips). I've been here for business, but I could easily imagine coming back for leisure and making the best of my time in Zürich. Thank you to the team for this lovely stay!",11,"2022",5
"Hotel_Alexander","Convenient, Clean, and Helpful!","Our stay was very comfortable. We were only in Zurich for a night, but the hotel was very accommodating, happy to assist us, and answer any questions we had about the area. We were also given a free wifi hotspot for the city which was a nice plus!",10,"2022",5
"Hotel_Alexander","Just okay.","The hotel is clean but has no AC. We couldn’t open the windows because it then gets too noisy. The hotel is located in restaurants and bars areas. The breakfast was okay with limited selection. I wouldn’t stay here again. I don’t think we got what we paid for.",10,"2022",3
"Hotel_Alexander","Perfect Location! Highly Recommend!","The location of this hotel was perfect!! Walking distance to literally everything and only 5 mins walking to Zurich HB Train Station! Marc was so helpful and when I arrived at the hotel he said they upgraded my room to a business room as I was staying for 10 nights and wanted to be located in a quieter section of the hotel. The bed is very comfortable and the room I was in was very spacious. The shower pressure was great and storage space was good! The breakfast was so good and there’s a wide variety of food and drinks! There’s an elevator which is great for luggage. I loved the hand soap and the shampoo too! Housekeeping is great as well. Everything is clean and tidy! Loved my stay here!!",10,"2022",5
"Hotel_Alexander","Highly Recommend","+: It was easy to get to from the station - just a few minutes walk. There are lots of shops around. The staff were very accommodating. The room is quite spacious and very clean. -: One of the receptionists was a little rude. She looked unhappy when she had to help me with the coffee machine. There should’ve been a kettle. It doesn’t cost much.",10,"2022",4
"Hotel_Alexander","Convenient and friendly stay.","The location is perfect as it is situated in the heart of city centre of Zurich among cosy cafes and shopping centres. We enjoyed the range of Asian restaurants in and around the location. The hotel has friendly and helpful staff at the reception. The breakfast was amazing too!",10,"2022",4
"Hotel_Alexander","Helpful staff","The stall are exceptionally helpful, nothing too much trouble. Rooms are small but position is excellent. Free tea coffee and fruit are available in foyer, you can book all your tours and the staff knowledge is very good",10,"2022",5
"Hotel_Alexander","Weekend in Zurich","We had a pleasant weekend at Hotel Alexander in the Old town section of Zurich. The location was perfect as we were within walking distance of all the attractions, shopping, and restaurants. We were also close to the main Zurich train station. Room was comfortable and clean. Staff accommodated us when we needed to stay another night. Breakfast has plenty of options and provide a good start to the day.",10,"2022",5
"Hotel_Alexander","Absolutely amazing hotel hidden in downtown Zurich!","Really nice hotel. Downtown location. Really friendly staff. Everything here in Zurich is very close and walkable. Situated in the best part of town. Close to restaurants and the main shopping streets. It is easy to get to the train station. It is a really lovely area with lots of side streets and alleys. Katarina was really smart and helped a lot.",10,"2022",5
"Hotel_Alexander","Midpriced hotel in a great location","Reviews In Old Town near a Coop and Starbucks and in a University district. Small lobby, small room, but comfortable bed and very quiet if you face a courtyard. Nice breakfast, included in the cost, and the server was amazing. Recommend crossing the bridge and finding your way up historical Lindenhof Hill at sunset to see the lights in the city turn on.",10,"2022",4
"Hotel_Alexander","Is this what 300 Swiss francs gets you at the Hotel Alexander?","It was very difficult to find a hotel in Zurich during the film festival so when a room popped up at the last minute for our last night in Switzerland, I booked it at more than 300 Swiss francs for one night. The Hotel Alexander is a “Travelers Choice” so, while I wasn’t expecting luxury I thought that it would be a safe bet. Unfortunately, I stayed in better places while backpacking in Europe in the late 1960s. Our small room had two single beds at the opposite side of the room, the bathroom was tiny. The “desk” was barely a small triangle and the desk chair was the only place to sit on besides the beds. The complimentary mini bar had four bottles of water and two cans of beer and the warning that it would not be replenished during your stay. I gave the Hotel Alexander two",10,"2022",2
